Year,Country,AvgYearlyTemp,AvgTempUncertainty
1743,ALB,8.62,2.268
1743,AND,7.556,2.188
1743,AUT,2.482,2.116
1743,BEL,7.106,1.855
1743,BGR,5.928,2.547
1743,BLR,0.767,2.465
1743,CHE,3.572,2.094
1743,DEU,5.468,1.832
1743,ESP,9.346,2.218
1743,EST,0.727,2.113
1743,FIN,-3.571,2.965
1743,FRA,10.203,2.03
1743,FRO,6.105,2.036
1743,GGY,10.692,1.857
1743,GRC,10.806,2.132
1743,HRV,7.225,2.3
1743,HUN,5.041,2.374
1743,IRL,7.729999999999999,1.854
1743,ISL,-1.794,2.64
1743,ITA,9.538,1.944
1743,JEY,10.692,1.857
1743,LIE,1.3230000000000002,2.168
1743,LTU,1.981,2.103
1743,LUX,6.5920000000000005,1.919
1743,LVA,0.936,2.088
1743,MCO,5.096,1.982
1743,MNE,5.6450000000000005,2.371
1743,NLD,8.009,1.779
1743,NOR,-3.503,2.672
1743,POL,3.937,2.057
1743,ROU,3.89,2.591
1743,SMR,11.809,2.079
1743,SRB,5.151,2.557
1743,SVK,3.697,2.214
1743,SVN,5.667999999999999,2.221
1743,SWE,-1.444,2.476
1743,UKR,1.898,2.8080000000000003
1744,ALB,14.061874999999999,2.2430000000000003
1744,AND,12.162750000000003,2.1766249999999996
1744,AUT,7.784750000000002,2.08025
1744,BEL,10.681,1.8463749999999999
1744,BGR,12.284,2.524625
1744,BLR,8.099625,2.4177500000000003
1744,CHE,8.351625,2.075625
1744,DEU,9.541624999999998,1.8102500000000001
1744,ESP,14.537375,2.2205000000000004
1744,EST,6.937749999999999,1.9336249999999997
1744,FIN,3.46875,2.8027499999999996
1744,FRA,13.610125,2.0047499999999996
1744,FRO,6.8423750000000005,1.9273750000000003
1744,GGY,11.612875,1.846375
1744,GRC,16.2015,2.12275
1744,HRV,12.95025,2.2646249999999997
1744,HUN,11.563749999999999,2.33825
1744,IRL,9.96175,1.8191249999999999
1744,ISL,2.04925,2.584625
1744,ITA,14.006,1.9131250000000002
1744,JEY,11.612875,1.846375
1744,LIE,6.089125,2.144375
1744,LTU,7.942375,2.033125
1744,LUX,10.43325,1.9104999999999999
1744,LVA,7.380125000000001,1.977
1744,MCO,10.232625,1.9596250000000002
1744,MNE,11.816374999999999,2.3385000000000002
1744,NLD,10.656875000000003,1.7587499999999998
1744,NOR,1.4983749999999996,2.5130000000000003
1744,POL,9.321125,2.025375
1744,ROU,10.762875,2.5608750000000002
1744,SMR,15.144625,2.044375
1744,SRB,11.767625,2.525125
1744,SVK,9.314625000000001,2.1795
1744,SVN,11.235,2.1858750000000002
1744,SWE,4.140625,2.35
1744,UKR,9.997125,2.7828749999999998
1745,ALB,5.58825,2.169
1745,AND,5.5634999999999994,2.0905
1745,AUT,-0.97725,1.9227500000000002
1745,BEL,3.47225,1.62025
1745,BGR,2.62725,2.46075
1745,BLR,-3.5645,2.26425
1745,CHE,0.44225000000000003,1.9272500000000001
1745,DEU,1.1692500000000003,1.5425
1745,ESP,7.931749999999999,2.157
1745,EST,-5.092250000000001,1.5927499999999999
1745,FIN,-9.08025,2.5545
1745,FRA,7.949750000000001,1.9265000000000003
1745,FRO,2.91325,1.6665
1745,GGY,6.340250000000001,1.6837500000000003
1745,GRC,7.7162500000000005,2.059
1745,HRV,4.04,2.16025
1745,HUN,1.865,2.221
1745,IRL,5.275500000000001,1.63725
1745,ISL,-3.5550000000000006,2.4635
1745,ITA,6.10275,1.8107499999999999
1745,JEY,6.340250000000001,1.6837500000000003
1745,LIE,-2.1525000000000003,1.988
1745,LTU,-3.3337499999999998,1.7635
1745,LUX,2.9234999999999998,1.698
1745,LVA,-4.20125,1.67575
1745,MCO,2.679,1.841
1745,MNE,2.8607500000000003,2.2605
1745,NLD,3.4085,1.47125
1745,NOR,-7.9277500000000005,2.34525
1745,POL,-0.9717500000000001,1.7905
1745,ROU,0.5117499999999997,2.4827500000000002
1745,SMR,7.0625,1.9345000000000003
1745,SRB,2.3405,2.4477499999999996
1745,SVK,-0.36024999999999996,2.0275
1745,SVN,2.4642500000000003,2.0664999999999996
1745,SWE,-6.82325,1.96875
1745,UKR,-1.6200000000000008,2.71725
1750,ALB,13.097909090909091,2.20509090909091
1750,AND,11.759363636363638,2.0990000000000006
1750,AUT,6.983545454545453,1.9983636363636363
1750,BEL,10.341363636363637,1.6676363636363638
1750,BGR,11.02,2.5367272727272723
1750,BLR,6.690545454545455,2.7430909090909092
1750,CHE,7.738090909090909,1.9619090909090908
1750,DEU,9.038636363636364,1.6211818181818183
1750,ESP,14.120636363636363,2.1685454545454546
1750,EST,5.801909090909091,2.3519090909090914
1750,FIN,2.2263636363636365,3.1251818181818183
1750,FRA,13.329,1.928636363636364
1750,FRO,7.164636363636363,1.8373636363636363
1750,GGY,11.381818181818181,1.7125454545454546
1750,GRC,15.187727272727274,2.085727272727273
1750,HRV,12.01290909090909,2.2168181818181814
1750,HUN,10.487454545454547,2.333
1750,IRL,9.988636363636363,1.7005454545454546
1750,ISL,1.9614545454545456,2.5274545454545456
1750,ITA,13.27090909090909,1.836272727272727
1750,JEY,11.381818181818181,1.7125454545454546
1750,LIE,5.40009090909091,2.0373636363636365
1750,LTU,6.856,2.2601818181818185
1750,LUX,10.011545454545455,1.7412727272727273
1750,LVA,6.323090909090908,2.3024545454545455
1750,MCO,9.689636363636364,1.8613636363636366
1750,MNE,10.801272727272728,2.3085454545454542
1750,NLD,10.369000000000002,1.5537272727272724
1750,NOR,1.0410909090909095,2.5199090909090907
1750,POL,8.344818181818182,2.0286363636363633
1750,ROU,9.418545454545454,2.6107272727272726
1750,SMR,14.301454545454545,1.9652727272727268
1750,SRB,10.632363636363635,2.5179090909090913
1750,SVK,8.284636363636363,2.1711818181818185
1750,SVN,10.368181818181817,2.1206363636363643
1750,SWE,3.5170909090909093,2.3356363636363633
1750,UKR,8.390818181818181,2.9648181818181816
1751,ALB,13.57325,2.210375
1751,AND,12.197,2.1005
1751,AUT,7.185,1.995
1751,BEL,10.146625,1.6502500000000002
1751,BGR,11.472875000000002,2.5387500000000003
1751,BLR,6.689500000000001,2.688625
1751,CHE,7.923750000000001,1.964625
1751,DEU,8.93425,1.5825
1751,ESP,14.710374999999999,2.1647499999999997
1751,EST,5.46325,2.177375
1751,FIN,2.083,2.9317500000000005
1751,FRA,13.42825,1.9271249999999998
1751,FRO,6.6438749999999995,1.69625
1751,GGY,11.052625,1.698125
1751,GRC,15.686375000000002,2.086625
1751,HRV,12.386624999999999,2.225
1751,HUN,10.820875000000001,2.332875
1751,IRL,9.798125,1.6467500000000002
1751,ISL,2.022375,2.451125
1751,ITA,13.615499999999997,1.843125
1751,JEY,11.052625,1.698125
1751,LIE,5.5440000000000005,2.0389999999999997
1751,LTU,6.599624999999999,2.155
1751,LUX,9.896125,1.7275
1751,LVA,6.073750000000001,2.1639999999999997
1751,MCO,10.121625000000002,1.8678750000000002
1751,MNE,11.312875,2.3161250000000004
1751,NLD,9.959625,1.4817500000000003
1751,NOR,0.7757500000000006,2.335125
1751,POL,8.283624999999999,1.9746249999999999
1751,ROU,9.793875,2.61025
1751,SMR,14.437750000000001,1.97675
1751,SRB,11.092624999999998,2.524625
1751,SVK,8.435125000000001,2.1605
1751,SVN,10.698375,2.1281250000000003
1751,SWE,3.102875,2.08675
1751,UKR,8.709624999999999,2.95425
1752,ALB,8.239833333333333,2.2936666666666663
1752,AND,7.418666666666667,2.2086666666666672
1752,AUT,1.8215000000000001,2.2413333333333334
1752,BEL,6.060666666666667,1.9158333333333333
1752,BGR,5.628499999999999,2.5853333333333333
1752,BLR,0.5388333333333334,2.499333333333333
1752,CHE,2.9163333333333337,2.1798333333333333
1752,DEU,4.240333333333333,1.9905
1752,ESP,9.621166666666666,2.2258333333333336
1752,EST,-0.15633333333333346,1.8635
1752,FIN,-4.3968333333333325,2.7261666666666673
1752,FRA,9.864333333333333,2.0364999999999998
1752,FRO,5.2745,1.9215
1752,GGY,9.055166666666667,1.8423333333333332
1752,GRC,10.414500000000002,2.149
1752,HRV,6.759833333333333,2.3830000000000005
1752,HUN,4.7860000000000005,2.489666666666667
1752,IRL,7.203833333333335,1.7878333333333332
1752,ISL,-1.6551666666666665,2.565
1752,ITA,8.750166666666667,1.969
1752,JEY,9.055166666666667,1.8423333333333332
1752,LIE,0.5271666666666665,2.293333333333333
1752,LTU,1.1055,2.122333333333333
1752,LUX,5.548333333333333,2.0018333333333334
1752,LVA,0.30150000000000027,1.9909999999999997
1752,MCO,4.795,2.011833333333333
1752,MNE,5.471166666666666,2.4136666666666664
1752,NLD,6.431833333333334,1.82
1752,NOR,-4.324999999999999,2.583
1752,POL,2.8546666666666667,2.2358333333333333
1752,ROU,3.6688333333333336,2.6566666666666667
1752,SMR,10.298333333333334,2.1323333333333334
1752,SRB,5.071833333333333,2.6255
1752,SVK,2.948666666666666,2.3491666666666666
1752,SVN,5.145500000000001,2.3173333333333335
1752,SWE,-2.6031666666666666,2.3761666666666668
1752,UKR,1.9848333333333328,2.8516666666666666
1753,ALB,12.556999999999997,3.230583333333333
1753,AND,11.234499999999999,3.634916666666667
1753,AUT,6.138916666666667,3.666083333333333
1753,BEL,9.457083333333333,4.168333333333334
1753,BGR,10.399499999999998,3.4250000000000003
1753,BLR,5.65175,3.958833333333333
1753,CHE,6.995,3.8244166666666675
1753,DEU,8.029166666666665,4.021333333333333
1753,ESP,13.628083333333334,3.4148333333333336
1753,EST,4.658499999999999,4.193499999999999
1753,FIN,1.1211666666666666,4.511166666666666
1753,FRA,12.771833333333333,3.7224166666666663
1753,FRO,6.499583333333334,3.644333333333334
1753,GGY,10.925999999999997,3.84525
1753,GRC,14.713166666666666,3.0410833333333342
1753,HRV,11.2875,3.499166666666666
1753,HUN,9.61875,3.6290833333333334
1753,IRL,9.36908333333333,3.596083333333333
1753,ISL,1.3155,3.6608333333333327
1753,ITA,12.737416666666668,3.311
1753,JEY,10.925999999999997,3.84525
1753,LIE,4.6125,3.7445
1753,LTU,5.709166666666667,4.065416666666667
1753,LUX,9.137749999999999,4.134833333333334
1753,LVA,5.135333333333334,4.124333333333333
1753,MCO,9.065583333333333,3.587166666666667
1753,MLT,18.47433333333333,2.87825
1753,MNE,10.155500000000002,3.358833333333333
1753,NLD,9.440083333333332,4.23625
1753,NOR,-0.0538333333333334,4.249583333333334
1753,POL,7.262833333333332,3.9400833333333334
1753,PRT,14.68233333333333,3.3052499999999996
1753,ROU,8.655333333333333,3.5955833333333325
1753,SMR,13.816166666666666,3.3945833333333333
1753,SRB,9.910166666666667,3.52425
1753,SVK,7.395666666666667,3.689666666666667
1753,SVN,9.611166666666668,3.5393333333333334
1753,SWE,2.1949166666666664,4.50875
1753,TUN,19.961250000000003,3.0461666666666676
1753,UKR,7.525083333333332,3.831166666666667
1754,ALB,12.548166666666667,3.259083333333333
1754,AND,11.116166666666667,3.495333333333333
1754,AUT,5.907333333333335,3.5754999999999995
1754,BEL,9.137916666666666,3.6341666666666668
1754,BGR,10.45675,3.3126666666666664
1754,BLR,5.692916666666669,3.317083333333333
1754,CHE,6.711500000000001,3.711583333333334
1754,DEU,7.759833333333332,3.5988333333333338
1754,ESP,13.655083333333332,3.202833333333334
1754,EST,4.6539166666666665,3.1938333333333335
1754,FIN,1.243916666666667,3.717083333333333
1754,FRA,12.666249999999998,3.395
1754,FRO,6.621749999999999,3.1022499999999997
1754,GGY,10.781583333333332,3.3563333333333336
1754,GRC,14.794833333333337,3.0202499999999994
1754,HRV,11.130250000000002,3.5236666666666667
1754,HUN,9.501416666666668,3.4888333333333335
1754,IRL,9.356416666666666,3.09125
1754,ISL,1.5579166666666664,3.312
1754,ITA,12.563249999999998,3.461666666666666
1754,JEY,10.781583333333332,3.3563333333333336
1754,LIE,4.326666666666667,3.6734166666666668
1754,LTU,5.677166666666667,3.2950000000000004
1754,LUX,8.827583333333335,3.6393333333333326
1754,LVA,5.1234166666666665,3.2274166666666666
1754,MCO,8.81275,3.6965
1754,MLT,18.51275,2.9721666666666664
1754,MNE,10.107916666666666,3.3777500000000003
1754,NLD,9.111833333333335,3.648333333333333
1754,NOR,0.0841666666666671,3.6322500000000004
1754,POL,7.148000000000001,3.444333333333333
1754,PRT,14.78791666666667,3.042083333333333
1754,ROU,8.669833333333335,3.40525
1754,SMR,13.609250000000001,3.5498333333333334
1754,SRB,9.86275,3.4782500000000005
1754,SVK,7.269166666666668,3.445166666666667
1754,SVN,9.40675,3.5713333333333335
1754,SWE,2.274333333333333,3.717666666666666
1754,TUN,20.03833333333333,3.0720833333333335
1754,UKR,7.635249999999999,3.444083333333334
1755,ALB,12.322583333333332,4.07675
1755,AND,10.806666666666667,4.547750000000001
1755,AUT,5.671916666666667,4.806416666666667
1755,BEL,8.885583333333335,5.086333333333333
1755,BGR,10.244166666666668,4.067333333333334
1755,BLR,5.580166666666666,4.253333333333333
1755,CHE,6.3995,5.0125
1755,DEU,7.519999999999999,5.015416666666667
1755,ESP,13.344666666666669,4.086749999999999
1755,EST,4.55375,4.222250000000001
1755,FIN,1.0332499999999996,4.460999999999999
1755,FRA,12.343499999999999,4.511833333333333
1755,FRO,6.267666666666667,3.9530833333333333
1755,GGY,10.472666666666665,4.599666666666667
1755,GRC,14.555333333333332,3.7388333333333335
1755,HRV,10.914499999999999,4.566666666666666
1755,HUN,9.299000000000001,4.545083333333333
1755,IRL,9.049666666666667,4.168833333333333
1755,ISL,1.2022500000000005,3.883999999999999
1755,ITA,12.329833333333333,4.48475
1755,JEY,10.472666666666665,4.599666666666667
1755,LIE,4.053333333333334,4.971
1755,LTU,5.54075,4.3709999999999996
1755,LUX,8.545583333333335,5.090333333333334
1755,LVA,5.003666666666668,4.280833333333334
1755,MCO,8.554499999999999,4.831833333333333
1755,MLT,18.25475,3.737833333333333
1755,MNE,9.890083333333331,4.248166666666667
1755,NLD,8.92475,5.0905
1755,NOR,-0.27191666666666664,4.401416666666667
1755,POL,6.966333333333332,4.640333333333334
1755,PRT,14.478916666666665,3.8359166666666673
1755,ROU,8.478083333333334,4.252083333333334
1755,SMR,13.392000000000001,4.615833333333334
1755,SRB,9.65225,4.360166666666667
1755,SVK,7.072416666666666,4.576
1755,SVN,9.1855,4.69
1755,SWE,1.9205000000000003,4.627416666666667
1755,TUN,19.764583333333334,3.785
1755,UKR,7.478249999999999,4.18875
1756,ALB,13.025916666666667,3.6140833333333333
1756,AND,11.097833333333334,3.9653333333333336
1756,AUT,6.463583333333333,4.492666666666666
1756,BEL,9.398,5.0847500000000005
1756,BGR,11.01225,3.8379166666666666
1756,BLR,6.297416666666667,4.601666666666667
1756,CHE,6.789333333333334,4.613916666666666
1756,DEU,8.40875,5.016166666666667
1756,ESP,13.675666666666666,3.713083333333334
1756,EST,5.038083333333333,4.827166666666666
1756,FIN,1.4245833333333333,4.895833333333334
1756,FRA,12.710999999999999,4.238833333333333
1756,FRO,6.777833333333334,4.051083333333334
1756,GGY,10.831666666666665,4.462166666666667
1756,GRC,15.256666666666666,3.3603333333333336
1756,HRV,11.650916666666669,4.084666666666666
1756,HUN,10.1645,4.3157499999999995
1756,IRL,9.501416666666668,4.14575
1756,ISL,1.7383333333333333,3.9163333333333337
1756,ITA,12.848750000000003,3.7328333333333323
1756,JEY,10.831666666666665,4.462166666666667
1756,LIE,4.63825,4.610833333333333
1756,LTU,6.263083333333332,4.776916666666667
1756,LUX,9.052916666666667,5.0805
1756,LVA,5.596833333333333,4.7940000000000005
1756,MCO,8.862999999999998,3.944416666666667
1756,MLT,18.794583333333332,3.111166666666667
1756,MNE,10.616083333333334,3.79875
1756,NLD,9.568666666666669,5.140250000000001
1756,NOR,0.19474999999999998,4.594416666666667
1756,POL,7.976416666666666,4.782833333333332
1756,PRT,14.834333333333333,3.5940833333333333
1756,ROU,9.295833333333333,4.124916666666666
1756,SMR,13.994916666666667,3.8990000000000005
1756,SRB,10.428500000000001,4.015416666666667
1756,SVK,8.012666666666666,4.473750000000001
1756,SVN,9.906583333333332,4.192583333333332
1756,SWE,2.3930000000000002,4.8989166666666675
1756,TUN,20.229083333333335,3.2291666666666674
1756,UKR,8.2355,4.326333333333333
1757,ALB,12.730333333333332,4.716
1757,AND,10.868250000000002,5.27075
1757,AUT,6.097166666666667,6.064666666666667
1757,BEL,9.221416666666668,6.653833333333334
1757,BGR,10.759833333333335,4.78775
1757,BLR,6.301666666666667,5.762249999999999
1757,CHE,6.481583333333333,6.232333333333334
1757,DEU,8.108583333333334,6.685416666666668
1757,ESP,13.51175,4.711166666666666
1757,EST,5.271333333333333,6.2307500000000005
1757,FIN,1.7018333333333338,6.082583333333333
1757,FRA,12.521583333333334,5.494666666666666
1757,FRO,6.865833333333334,5.206500000000001
1757,GGY,10.701749999999997,5.7405
1757,GRC,14.998666666666665,4.29975
1757,HRV,11.306750000000003,5.490083333333334
1757,HUN,9.841083333333335,5.658333333333332
1757,IRL,9.462833333333334,5.2679166666666655
1757,ISL,1.7738333333333334,4.691249999999999
1757,ITA,12.532583333333333,5.194916666666667
1757,JEY,10.701749999999997,5.7405
1757,LIE,4.295916666666666,6.248916666666667
1757,LTU,6.301833333333334,6.194
1757,LUX,8.84275,6.678666666666667
